review_id,product_id,title,author,rating,content,timestamp,profile_id,is_verified,helpful_count,product_attributes,brand_standardized,review_char_count,review_word_count,rating_bucket,is_beats
R2KKY2UD287E0U,B096SV8SJG,5.0 out of 5 stars Beats Buds,Amazon Customer,5.0,"I'm very happy with these ear buds. Only problem is they do fall out easily, however, I purchased AhaStyle Beats Studio Buds Ear Hooks and they keep them in place and don't fall out any more.","Reviewed in the United States July 31, 2024",AF3K6GMDHQ3WCS3MR6DADFZTWFWA,1,0,Color: RedStyle: Studio BudsSet: Without AppleCare+,Beats by Dre,191,36,High (4–5),True
R2IW2U190N97RT,B096SV8SJG,4.0 out of 5 stars Get your steps in on beats!,NJ,4.0,"I love these! Perfect for working out, urban walking and getting in those daily steps. These are the first pair of earphones that stay comfortably in my ear!","Reviewed in the United States July 21, 2024",AGVF3WEEUSR3FCRUYIN3GC2ILJ6Q,1,0,Color: BlackStyle: Studio BudsSet: Without AppleCare+,Beats by Dre,157,28,High (4–5),True
RNDGVPHO1V4I5,B096SV8SJG,4.0 out of 5 stars Beats Studio Buds - A Symphony of Style and Sound,dwayne taylor,4.0,"I recently purchased the Beats Studio Buds - True Wireless Noise Cancelling Earbuds, and after spending some quality time with them, I am thoroughly impressed. These earbuds are a fantastic blend of style, functionality, and sound quality, making them a strong contender in the crowded market of wireless earbuds.Design and Comfort:The first thing that struck me about the Beats Studio Buds was their sleek and minimalist design. Available in a range of colors, they have a modern look that stands out without being too flashy. The earbuds are incredibly lightweight and come with three sizes of ear tips, ensuring a comfortable and secure fit. I wore them for hours without any discomfort, which is a big plus for anyone who uses earbuds extensively throughout the day.Sound Quality:Beats has always been known for its emphasis on bass, and the Studio Buds do not disappoint in this regard. The sound is rich and immersive, with a well-balanced profile that doesn't overly skew towards bass. The mids and highs are crisp and clear, making these earbuds suitable for a wide range of music genres. Whether I was listening to classical, rock, or hip-hop, the audio quality remained consistently impressive.Noise Cancellation and Transparency Mode:The active noise cancellation (ANC) on the Beats Studio Buds is a standout feature. It effectively blocks out ambient noise, allowing for an immersive listening experience even in noisy environments. The transparency mode is equally impressive, letting in just enough sound to keep you aware of your surroundings without diluting the audio quality of what you're listening to.Battery Life and Connectivity:The battery life of the Beats Studio Buds is solid, offering about 8 hours of listening time and more with the charging case. The earbuds also support fast charging, which is a lifesaver when you need a quick boost. Connectivity-wise, they pair seamlessly with both iOS and Android devices, and the connection remains stable even at a distance.Controls and Functionality:The touch controls are intuitive and responsive, allowing for easy management of playback, calls, and ANC modes. I found the controls to be quite user-friendly, with minimal accidental touches.Conclusion:Overall, the Beats Studio Buds - True Wireless Noise Cancelling Earbuds are an excellent choice for anyone looking for high-quality sound, effective noise cancellation, and stylish design in their earbuds. They strike a perfect balance between performance and aesthetics, making them suitable for both casual listeners and audiophiles alike. While they may be a bit pricey, the quality you get justifies the investment. Highly recommended for anyone in the market for a premium wireless earbud experience.","Reviewed in the United States December 27, 2023",AGIAJSPIKY6ECFRXNA6BPVLSNG3A,1,11,Color: RedStyle: Studio BudsSet: Without AppleCare+,Beats by Dre,2731,422,High (4–5),True
R3TQ4H0FIG3P3V,B096SV8SJG,4.0 out of 5 stars Beats this is brand name product,Ho Kim,4.0,Sound is good and works great with iPhone.I wear this when running on the treadmill.Noise cancellation is good.,"Reviewed in the United States July 15, 2024",AGZBUN52CIV5KGZA7XD5GZJIUUZA,1,0,Color: WhiteStyle: Studio BudsSet: Without AppleCare+,Beats by Dre,111,18,High (4–5),True
R1COCCX6N04ZNB,B096SV8SJG,5.0 out of 5 stars The Beats great listen,Gloria Martin,5.0,"Love how it fits in ears , great quality, light weight love the look of themHight quality sound","Reviewed in the United States July 23, 2024",AGTTAHUCPFDPIHPFTNU2FIYMXEYQ,1,0,Unknown,Beats by Dre,95,18,High (4–5),True
R3BY2IEZTKLISI,B08ZR5JB9G,4.0 out of 5 stars Returning Bose. This has the best bass.,R. Moon.,4.0,"I have Been using Bose QC 35 which can’t be replaced. But I’m looking for earbuds now. It’s been a few hours since I’ve been comparing these with the Bose QC and sports earbuds. Tried many songs. Bass, treble, vocals, just speech videos. These are compelling. Especially with equalizer with smart balance. Anyway, taking one star away because the alerts from both earbuds are out of sync most times. Which makes me worried whether this is going to be a problem in future. Another thing, I’m worried if my ears are gonna get sore by hours of wearing. They’re a little stuffy in the ears.But I’m definitely returning all other earbuds.","Reviewed in the United States August 7, 2021",AHE3L7LKFB7TNAVU74DW6UTMNWVQ,1,10,Color: WhiteSize: SmallStyle: True wireless earphone,Bose,633,111,High (4–5),False
R3BK3ZL4DGC5DF,B0BYPFNW6T,4.0 out of 5 stars Sony head phone,Tv,4.0,The quality very good battery life of head phone really time really good product,"Reviewed in the United States July 2, 2024",AF26MFNH464E42BMXKKLANSOEXMQ,1,0,Color: Black,Sony,80,14,High (4–5),False
R1M3YN87EQS8R5,B0BYPFNW6T,4.0 out of 5 stars Sony,Gil Napoleon,4.0,No different from any other ear buds. I am disappointed,"Reviewed in the United States June 24, 2024",AEGG7NIXHRULTLBA27VPCAQAGH5A,1,0,Color: White,Sony,55,10,High (4–5),False
R2T10AUV1LN9QG,B0BYPFNW6T,5.0 out of 5 stars Another Excellent Sony Product,inspector5611,5.0,Works very well with a variety of Sony products. They're so light you hardly know you're wearing them. Another excellent Sony product.,"Reviewed in the United States July 6, 2024",AG2CXUNC5NYUL2H7G6HDBKXOFLIQ,1,0,Color: Black,Sony,134,22,High (4–5),False
R2NWJV63JRDMK4,B0BYPFNW6T,4.0 out of 5 stars Sony earphones,Juan,4.0,Recommend,"Reviewed in the United States April 21, 2024",AGPLCZ7VPMXPIWFYIWP46MNDPU5Q,1,0,Color: Black,Sony,9,1,High (4–5),False
R2RGST8HT4BVUY,B0BYPFNW6T,5.0 out of 5 stars Why buy Apple Airpods when you can buy Sony?!,Jordan Hoffman,5.0,"The media could not be loaded. These Sony earbuds are amazing sound quality for the money! I would argue that they sound much better than Apple at a fraction of the cost. have deep bass and clear treble packed into a small bud. They fit perfect in the ear and can easily run with them without falling out. The noise canceling feature is superb. The sound quality is better than most on the market. They won the award on multiple sites for the best earbud of 2023. It's clear to see why with their sound quality. I now will be buying another set of these for my wife as I'm so pleased with them. Only downside is cosmetically they are a little bit more bulkier in the ear canal. However, if it gives me better sound quality and better noise canceling function, it is well worth it!","Reviewed in the United States February 26, 2024",AF344GCGMPYNK3LXULO45EMC3SUQ,1,4,Color: White,Sony,780,147,High (4–5),False
R12G910KAY8NNK,B0BYPFNW6T,5.0 out of 5 stars Sony Quality,Roubaix12,5.0,"I previously owned Sennheiser earbuds which failed after a year. I already owned Sony WH-1000XM3 headphones (awesome) so I figured the earbuds should be of the same quality. I have not been disappointed. Sound quality, separation of highs and lows, noise canceling, all work for me. They are also comfortable. I've worn them for 2+ hours regularly and have not experienced any discomfort, and they do not need to be jammed in the ear canal for good sound. One improvement would be to add the feature where the volume can be reduced by tapping the earbud instead of having to hold it down, but it's a minor thing. I give them 5 out of 5.","Reviewed in the United States January 3, 2024",AHGOKYUECGRDBN2ZDDMNNURVWH7Q,1,0,Color: Black,Sony,636,115,High (4–5),False
R127G1BP755I4A,B0BYPFNW6T,2.0 out of 5 stars Decepción de sony,No se conectan,2.0,"Esperaba más de sony, son un problema para conctar aun usando la aplicación, por lo regular es el lado izquierdo el del problema también regularmente marca que esta descargado siendo que el estuche está con carga, lastima que el tiempo pasó para poder pedir devolución, también ten sitio de sony no mucha información para garantía","Reviewed in the United States July 6, 2024",AH5B7A5UDD6X2O64YIPSSA7L4ZCA,1,0,Color: Black,Sony,330,55,Low (1–2),False
R2SOQ8N1C3X1JM,B0CXL4FQBK,5.0 out of 5 stars Did JBL just lose?,Itryditm8,5.0,"The ULT field 1 is an incredible compact speaker. My Go-to was always the JBL flip series, as i right now own the flip 6.Design: The utility here is great, it has a carry strap that doubles as a hanger, or a handle!, the build is very rugged and high quality, i would not baby this thing at all, it handles its own!Sound & Performance: Out of the box the speaker comes with ULT on, and WOAH!, it gets very loud for its size!. This speaker connects to sony’s music center app, where you can customize the eq, connect in stereo to another field 1, and many other settings!. The sound is very open, clear on vocals ,it fills up a big room really well and maps the sound out. A really great sounding speaker. Battery life is really good,it varies how you use it, but real world use ( 50-80% volume, ULT on) its good for 8-10 hours straight. It does take a while to charge, about 5 hours if its completely drained. But thats good for the overall life of the battery.Compared to JBL flip 6: Ive been back forth between these two for the past couple days. And i found myself reaching for the field 1! It sounds better, its more open, it sounds like the music fills up any room, as for the JBL, it targets the sound directly at you, and the highs are a bit harsh, sony simply just outperforms it!Value: at retail ($128). I would buy this speaker no question. Its great and performs as well as speakers above its weight class.On sale : $98, i would buy it IMMEDIATELY:), insane value.","Reviewed in the United States May 27, 2024",AGNZEIEKV6LTFUK2YDPG7DPE6SHQ,1,3,Color: Off White,JBL,1475,279,High (4–5),False
R1P2OVKCR03MLZ,B0CXL4FQBK,5.0 out of 5 stars New Sony drop is perfect for budget audiophiles,BB,5.0,"If you're on the fence, get this! I was looking for a new speaker to replace my old UE Boom that had a static tick in it (love UE, but every speaker I've had goes this route eventually).This new portable Sony speaker didn't have the thousands of reviews that more expensive (or cheaper and well-known but risker) speakers had. However, every review was positive and they were right (so far). Though I've only had this about a month, it's been a massive improvement in my home and away music setup. The sound is gorgeous. The bass is clear and deep. I'm sure audiophiles can find a $1000 speaker that will be tuned to perfection, but for music fans without those funds (and who need a trusty travel speaker) this is the one.The forest green/grey looks cool and shows off how well-made it is.Only potential con so far is that it takes a while to shut off by itself. I don't have the Sony app so maybe this is a setting you can change. It's by no means a problem, unless you are banking on it shutting itself off. The connection lasts even if your music app closes which is nice.The rope handle also makes it so you can't just slam it down; it has to be the right orientation. It's tied loosely though, so you could untie it for more position flexibility, you'd just have a longer string to carry it.I am very particular and this speaker checked all my boxes! 10/10 recommend.","Reviewed in the United States July 20, 2024",AFBXJGYWY3QZXF2IZTRJYOW3UO7A,1,0,Color: Forest Gray,Sony,1373,253,High (4–5),False
R1BHCCLK5GZ5VZ,B0D4SX9RC6,5.0 out of 5 stars Beats Pill,Gregory Stratman,5.0,"I love the size, weight and quality of my Pill! It delivers good, deep base and enhances my listening beautifully! I recommend this speaker to anyone who loves music and true sound!!","Reviewed in the United States August 2, 2024",AHCXUEC2FLLJ3S6F762OSBZJRDPA,1,0,Color: Matte BlackStyle: PillPattern: Without AppleCare+,Beats by Dre,182,32,High (4–5),True
R3SO3HMV0YC0WB,B0D4SX9RC6,5.0 out of 5 stars Beats pill,Bryan Pennington,5.0,"Great product, also very sturdy it survived a drop with only a little cosmetic damage. Otherwise it works great and is loud with alot of bass","Reviewed in the United States August 6, 2024",AH6XBZHLROVWE5R25OTBLS2F4CEQ,1,0,Color: Champagne GoldStyle: PillPattern: Without AppleCare+,Beats by Dre,141,26,High (4–5),True
R2EVRTXO9M1YF7,B0D4SX9RC6,4.0 out of 5 stars Is it the JBL killer?,Tommy,4.0,"I bought this because it was on sale, and I always wanted a beats pill.I am a JBL user, and firmly stand by their quality and sound.Does this compete with Flip 6? Absolutely.Does it compete with Charge 4 or 5? Definitely not.Heres whySound: i purchased the Black Pill, right out of the box it is versatile in the sense it matches anything you have. I could’ve went with Champagne as well and would’ve also fit. I compared to flip 6 right away, it is Brighter, crisper and deeper bass at 50% volume and lower.However at above 50% the bass becomes muddy, it has this weird flutter sound to it. The Flip 6 Still Sounds great at 50% and lower just it sounds a little quieter and less vibrant compared to the Pill.The Charge 4 and 5 are bigger speakers and has bigger woofers.The pill is definitely very portable, great performance and most definitely great value for the money.Maybe later down the road i will purchase another for stereo sound bars for our TV.","Reviewed in the United States July 23, 2024",AHAMVBSECCNUJMQV6A3BO3A3HNMA,1,3,Color: Matte BlackStyle: PillPattern: Without AppleCare+,JBL,956,173,High (4–5),False
R1WVYU9DT4KDFU,B07DD3WBYW,5.0 out of 5 stars Small but Mighty: Ultimate Ears BOOM 3 is an Audio Essential,Kathleen,5.0,"The Ultimate Ears BOOM 3 Wireless Bluetooth Speaker is small but powerful. It's easy to pack and bring with you, making it an essential item during my recent move. The speaker easily connects to my iPhone and plays music and podcasts with ease. Its compact size is convenient but can make it easy to misplace when you're busy moving, so keep it nearby and charged so you can easily find it. Extremely satisfied with the battery life.","Reviewed in the United States July 26, 2024",AHP3MWGHFNQNNNAOQEZKYORO6CXA,1,0,Color: Night BlackPattern: Speaker,Ultimate Ears,433,77,High (4–5),False
R3E39REOEKMJHO,B07DD3WBYW,2.0 out of 5 stars DO NOT BUY: Ruined my relationship with ULTIMATE EARS :(,Hailey DeArruda,2.0,"💗Let me start by saying before buying this product I have been a HUGE, longtime fan of the Ultimate Ears brand.I purchased the original Wonderboom portable bluetooth speaker maybe 5 years ago or longer? I originally purchased it because I wanted something waterproof that I could use in the shower. It was GREAT for that purpose, and also proved to be an awesome all-around portable bluetooth speaker. Sound quality was great for the price range and size. Volume was SUPER as well. I loved the big loop on the back that you could hang on all sorts of things. I LOVE the concept of the Magic Button in the center to Play, Pause & Skip. The Skip Feature is ESPECIALLY hard to find on a speaker in this price range and I love it for use at work when I may not be able to easily access my phone. Bluetooth connection was great. Battery life originally lasted anywhere between 4-6hrs at least which was great. THIS SPEAKER LASTED ME AT LEAST 5 YEARS with little to no change in quality. I LOVED THIS SPEAKER! Unfortunately, I left it at work one week when I was on vacation and just left it there figuring my coworkers could use it and would respect it enough. Long story short, I came back and it wasn't working as well or holding a charge properly. It was a sad end to a good story.🔍Finally, I find myself in need of a new speaker. Because I LOVED my original WONDERBOOM so much, I decided to search within the Ultimate Ears line.((It also just so happens at my current job our department owns two WONDERBOOM2 speakers! I've noticed their battery life doesn't work as well, but they still worked pretty decent.))So I wanted one of the newest, nicest speakers in the Ultimate Family. The Hyperboom was too large to transport from home and work, and cost way more than I was looking to spend, so that was out of the question. So immediately I decided to research between the BOOM3 & the MEGABOOM3. In conclusion, through reviews I read I concluded that most consumers felt the bass was overpowering for the Megaboom3 with no real volume increase, and simply diminished the quality of the sound. SO, I DECIDED TO PURCHASE THE BOOM3!1️⃣🆕First impression out of the box, it looked nice enough. I preferred the more compact design of the Wonderboom, and DEFINITELY missed the larger, more practical loop. It still has the magic button which is a HUGE selling point to me and very accommodating.I charged it up to 100% and decided to unplug it and test it out for a while at home. It worked well, sounded almost exactly like the Wonderboom as far as sound QUALITY. I might be wrong but as far as VOLUME goes I feel it may have had the same volume limitations as the original Wonderboom, if anything maybe SLIGHTLY louder. However, I was happy it seemed to be fully functioning and worked just as well as my other one.I also liked that in addition to that, I was able to use the Ultimate Ears app in conjunction with the product to REMOTE START the speaker from my phone. Again, this is another HUGE selling point to me because I mainly use this product at work. It also has an EQUALIZER function which is definitely cool, although I don't feel like it's very accurate. It also has some sort of feature where you can set certain clicks on the Magic Button to play certain playlists automatically, which sounds cool although I never got to personally try it.All in all, it seemed like a good replacement at first.⚠️🪫THE NEXT DAY COMES & HERE IS WHERE THE PROBLEMS BEGIN. I come into work with my charger FULLY charged at 100%. I use Remote-Start on the app to turn on the speaker. The Remote-Start feature also displays the approximate battery percentage (by 10% increments) of the speaker. At this point, my speaker was at 100% charge.I used the speaker for between 1.5hrs<2hrs before it gave me the Low Battery warning for 10%. So, I put it on the charger and continued to let it play. It lasted maybe another 20minutes, before it died.Now this is VERY disappointing considering my ORIGINAL WONDERBOOM that came out 5+ years ago would last for 4-6hrs on FULL VOLUME without being on a charger. Not only that, but the ORIGINAL WONDERBOOM would ALSO last for a WHILE on the charger even when battery wasn't full.This was disappointing, but didn't seem like a crisis, just a bit sad.The next day, is when the BIGGER issue began. I admittedly forgot to charge my BOOM3 when I got home the night before, and then brought it to work. When I wake up, I charge it until I leave for 1.5HOURS!When I arrive at work, I charge it for an additional 1HOUR before, checking the battery percentage on the app which reads 60%. So, I decide to turn it on and use it while STILL LEAVING IT ON THE CHARGER. NOT EVEN 30 MINUTES GO BY UNTIL THE SPEAKER DIES!!!!!!!!! So, irritated I turn it off, opt for my AirPods and leave the speaker to charge for a few hours. I let this SPEAKER CHARGE FOR 4 MORE HOURS BEFORE USING IT. Finally, I check the battery on the app which only says 40%????? So I turn on the speaker and leave it plugged in, IT LASTS FOR LESS THAN ONE SONG BEFORE DYING!LET ME TELL YOU, THIS SPEAKER BROUGHT OUT PURE RAGE IN ME AT WORK. 🪫⚠️😡I feel so pissed, and cheated and ripped off. I was such a big fan and advocate for the Ultimate Ears brand, but how are you gonna sell me a NEWER, MORE EXPENSIVE speaker and MAKE IT SIGNIFICANTLY worse. Considering this is the BOOM3, I WOULD HOPE & ASSUME IT IS GOING TO BE BETTER THAN THE ORIGINAL WONDEBOOM FROM 5 YEARS AGO, BUT I GUESS NOT. Thanks, Logitech, just charge me more money for a FAR INFERIOR PRODUCT, with the illusion that is going to be somewhat improved. However; this speaker is simply, for my needs- UNUSABLE & FRUSTRATING!!! HUUUUUGE DOWNGRADE 👎😢Very, very disappointed in the Ultimate Ears brand for putting out this one. Like I sad it really is a shame because I was a HUGE supporter of their brand and unfortunately this product was so disappointing and frustrating that it has ruined my relationship with this company for good.I loved the convenience of the Magic Button with the Skip Feature, the portability, durability, great waterproof technology, super big, useful loop, the sound quality & volume, and the battery life of ORIGINAL WONDERBOOM, but this product has ruined all that unfortunately.⚠️DO YOURSELF A FAVOR AND SAVE YOUR MOMEY 💸 BECAUSEYOU WILL NEED TO RETURN IT & REPLACE IT WITH ANOTHER SPEAKER!!!!!!! THIS SPEAKER IS NOT FUNCTIONAL! ⚠️Sorry, Ultimate Ears, but do better.","Reviewed in the United States November 17, 2022",AFSWDPDFGUZCY4TIBMKU2QD3275A,1,148,Color: Night BlackPattern: Speaker,Ultimate Ears,6438,1158,Low (1–2),False
R2B9PBHYAQPSQZ,B07DD3WBYW,4.0 out of 5 stars Ue boom 2 was way better,Jeremiah gray,4.0,Great speaker for price and size. Lacks the crisp sound and bass of the ue boom 2,"Reviewed in the United States July 30, 2024",AHOCABIBSZLRGOUPGGWKNWY6M42Q,1,0,Color: Night BlackPattern: Speaker,Ultimate Ears,81,17,High (4–5),False
R41PANTWFHSYT,B07YBN9XXG,5.0 out of 5 stars Living Up to the Bose Name,R. Horatio Haywood of Intímate Moments Settings & Events,5.0,"As the owner of a bustling 900 square foot event venue, finding the perfect balance between quality sound and discreet design is paramount. Enter the SoundLink Mini II Special Edition Bluetooth Speaker by Bose—an absolute game-changer that lives up to the renowned Bose name in every way.From the moment I plugged it in, I was blown away by its performance. Despite its compact size, this speaker delivers rich, immersive sound that fills the entire space with crystal-clear audio. Whether it's background music during a cocktail hour or pumping beats for a dance floor, the SoundLink Mini II handles it all with finesse.One of the most impressive features is its ability to blend seamlessly into the venue without compromising on sound quality or technology. Its sleek design allows me to discreetly place it anywhere, ensuring that guests can enjoy the music without any distractions.The Bluetooth connectivity is a breeze, allowing me to effortlessly stream music from my devices without any lag or interference. Plus, the rechargeable battery ensures hours of uninterrupted playback, making it perfect for events of any duration.Overall, the SoundLink Mini II Special Edition Bluetooth Speaker has exceeded my expectations in every way. If you're in the market for a top-notch speaker that combines premium sound with a stylish, compact design, look no further than this Bose masterpiece. It's truly a game-changer for any event venue owner.","Reviewed in the United States April 23, 2024",AESZNYG3JJZKYMFLU6XM37US6ITA,1,1,Color: Luxe Silver,Bose,1445,228,High (4–5),False
R22NXX4Y62U33K,B07YBN9XXG,4.0 out of 5 stars BOSE L:ifestyle,Anthony Seeto,4.0,Arrived on schedule. Sounds wonderful.,"Reviewed in the United States March 22, 2024",AF2HKG7ZDOX3T4N4CRHYSFHMSW5Q,1,0,Color: Luxe Silver,Bose,38,5,High (4–5),False
